DES,GMRINFRA,STK,NSE
DES,TATAPOWER,STK,NSE
DES,IDBI,STK,NSE
DES,IFCI,STK,NSE
DES,MANAPPURA,STK,NSE
DES,ARVIND,STK,NSE
DES,MUTHOOTFI,STK,NSE
DES,IOC,STK,NSE
DES,ALBK,STK,NSE
DES,MOTHERSUM,STK,NSE
DES,MMFIN,STK,NSE
DES,BANKINDIA,STK,NSE
DES,IDFC,STK,NSE
DES,TORNTPOWE,STK,NSE
DES,APOLLOTYR,STK,NSE
DES,TITAN,STK,NSE
DES,DLF,STK,NSE
DES,EXIDEIND,STK,NSE
DES,GAIL,STK,NSE
DES,HINDZINC,STK,NSE
DES,KPIT,STK,NSE
DES,CONCOR,STK,NSE
DES,BIOCON,STK,NSE
DES,KSCL,STK,NSE
DES,EQUITAS,STK,NSE
DES,PFC,STK,NSE
DES,HINDALCO,STK,NSE
DES,ORIENTBAN,STK,NSE
DES,HDFC,STK,NSE
DES,IDFCBANK,STK,NSE
DES,HCLTECH,STK,NSE
DES,COLPAL,STK,NSE
DES,FEDERALBN,STK,NSE
DES,DCBBANK,STK,NSE
DES,MCX,STK,NSE
DES,HINDPETRO,STK,NSE
DES,INDIANB,STK,NSE
DES,ADANIPORT,STK,NSE
DES,BPCL,STK,NSE
DES,NATIONALU,STK,NSE
DES,UPL,STK,NSE
DES,NIFTY50,STK,NSE
DES,GSFC,STK,NSE
DES,SRF,STK,NSE
DES,LT,STK,NSE
DES,MARICO,STK,NSE
DES,PVR,STK,NSE
DES,APOLLOHOS,STK,NSE
DES,VOLTAS,STK,NSE
DES,TATACHEM,STK,NSE
DES,TECHM,STK,NSE
DES,SBIN,STK,NSE
DES,JSWSTEEL,STK,NSE
DES,IGL,STK,NSE
